COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
GERMANY,GERMANY-HAMBURG,28-02-13,1,52,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,28-02-13,0,168,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,28-02-13,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,28-02-13,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,SPAIN-MADRID,28-02-13,0,117,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,28-02-13,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINLAND,FINLAND-HELSINKI,28-02-13,0,91,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FRANCE,FRANCE-PARIS,28-02-13,0,607,48,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED KINGDOM,UK-BIRMINGHAM,28-02-13,0,263,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,28-02-13,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,28-02-13,11,1047,300,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
GHANA,GHANA-ACCRA,28-02-13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,GREECE-ATHENS,28-02-13,1,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,28-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CROATIA,CROATIA-ZAGREB,28-02-13,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,28-02-13,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,28-02-13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,28-02-13,2,42,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-MEDAN,28-02-13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,28-02-13,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,28-02-13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IRAN,IRAN-TEHRAN,28-02-13,0,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
IRAN,IRAN-ZAHEDAN,28-02-13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,28-02-13,0,106,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITALY,ITALY-MILAN,28-02-13,1,107,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,28-02-13,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,28-02-13,6,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,28-02-13,8,264,225,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,28-02-13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,28-02-13,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,28-02-13,0,47,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMBODIA,CAMBODIA-PHNOMPENH,28-02-13,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOREA(REPUBLIC OF),KOREA(SOUTH)-SEOUL,28-02-13,2,111,69,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,0
LAOS,LAOS-VIENTIENE,28-02-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,28-02-13,0,671,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-HAMBANTOTA,28-02-13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,28-02-13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MEXICO,MEXICO-MEXICOCITY,28-02-13,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,28-02-13,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,28-02-13,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,28-02-13,0,528,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGERIA,NIGERIA-ABUJA,28-02-13,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGERIA,NIGERIA-LAGOS,28-02-13,0,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,28-02-13,1,120,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,28-02-13,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,28-02-13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,28-02-13,1,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,28-02-13,0,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0
PERU,PERU-LIMA,28-02-13,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILIPPINES,PHILLIPINES-MANILA,28-02-13,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
POLAND,POLAND-WARSAW,28-02-13,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,28-02-13,2,26,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,28-02-13,0,1168,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,28-02-13,2,97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDAN,SUDAN-KHARTOUM,28-02-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGAPORE,SINGAPORE-SINGAPORE,28-02-13,0,228,141,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,28-02-13,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,28-02-13,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,28-02-13,0,389,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0
THAILAND,THAILAND-CHIANGMAI,28-02-13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,28-02-13,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TURKEY,TURKEY-ISTANBUL,28-02-13,0,11,18,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,28-02-13,0,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,28-02-13,0,135,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,28-02-13,0,139,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,28-02-13,0,255,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,28-02-13,0,239,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,28-02-13,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,28-02-13,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,28-02-13,0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,28-02-13,1,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,28-02-13,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,28-02-13,0,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,01-03-13,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,01-03-13,0,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-MELBOURNE,01-03-13,1,70,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-PERTH,01-03-13,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-SYDNEY,01-03-13,0,118,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRIA,AUSTRIA-VIENNA,01-03-13,0,100,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELGIUM,BELGIUM-BRUSSELS,01-03-13,0,65,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-BRASILIA,01-03-13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAZIL,BRAZIL-SAOPAULO,01-03-13,0,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRUNEI,BRUNEI-DARUSSALAM,01-03-13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-OTTAWA,01-03-13,0,13,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-TORONTO,01-03-13,0,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANADA,CANADA-VANCOUVER,01-03-13,0,144,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,SWITZERLAND-BERNE,01-03-13,0,71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-BEIJING,01-03-13,0,5,173,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-GUANGZHOU,01-03-13,17,38,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-HONGKONG,01-03-13,0,48,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINA,CHINA-SHANGHAI,01-03-13,0,66,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,COLOMBIA-BOGOTA,01-03-13,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CZECH,CZECH-PRAGUE,01-03-13,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GERMANY,GERMANY-BERLIN,01-03-13,2,71,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,01-03-13,3,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-HAMBURG,01-03-13,3,94,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-MUNICH,01-03-13,4,125,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENMARK,DENMARK-COPENHAGEN,01-03-13,0,55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAIN,SPAIN-MADRID,01-03-13,0,112,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETHIOPIA-ADDISABABA,01-03-13,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
FINLAND,FINLAND-HELSINKI,01-03-13,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCE,FRANCE-PARIS,01-03-13,0,476,151,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED KINGDOM,UK-BIRMINGHAM,01-03-13,0,299,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-EDINBURGH,01-03-13,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,01-03-13,1,968,259,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHANA,GHANA-ACCRA,01-03-13,0,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GREECE,GREECE-ATHENS,01-03-13,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GUATEMALA,GUATEMALA-GUATEMALACITY,01-03-13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROATIA,CROATIA-ZAGREB,01-03-13,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNGARY,HUNGARY-BUDAPEST,01-03-13,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-BALI,01-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDONESIA,INDONESIA-JAKARTA,01-03-13,2,18,14,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
INDONESIA,INDONESIA-MEDAN,01-03-13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRELAND,IRELAND-DUBLIN,01-03-13,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,ISRAEL-TELAVIV,01-03-13,0,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-MILAN,01-03-13,0,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALY,ITALY-ROME,01-03-13,0,56,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-KOBE,01-03-13,8,84,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN,JAPAN-TOKYO,01-03-13,12,212,189,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
KAZAKHSTAN,KAZAKSTAN-ALMATY,01-03-13,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,01-03-13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-MOMBASA,01-03-13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENYA,KENYA-NAIROBI,01-03-13,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CAMBODIA,CAMBODIA-PHNOMPENH,01-03-13,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-COLOMBO,01-03-13,0,574,83,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
SRI LANKA,SRILANKA-HAMBANTOTA,01-03-13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,MEXICO-MEXICOCITY,01-03-13,0,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZAMBIQUE,MOZAMBIQUE-MAPUTO,01-03-13,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITIUS,MAURITIUS-PORTLOUIS,01-03-13,0,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MALAYSIA,MALAYSIA-KUALALUMPUR,01-03-13,0,434,39,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NIGERIA,NIGERIA-ABUJA,01-03-13,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NIGERIA,NIGERIA-LAGOS,01-03-13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETHERLANDS,NETHERLANDS-THEHAGUE,01-03-13,2,15,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWAY,NORWAY-OSLO,01-03-13,0,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPAL,NEPAL-KATHMANDU,01-03-13,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
NEW ZEALAND,NEWZEALAND-WELLINGTON,01-03-13,3,57,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAKISTAN,PAKISTAN-ISLAMABAD,01-03-13,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0
PERU,PERU-LIMA,01-03-13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PHILIPPINES,PHILLIPINES-MANILA,01-03-13,1,16,8,13,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
POLAND,POLAND-WARSAW,01-03-13,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORTUGAL,PORTUGAL-LISBON,01-03-13,0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-MOSCOW,01-03-13,0,1147,10,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,01-03-13,0,213,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGAPORE,SINGAPORE-SINGAPORE,01-03-13,0,241,113,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SLOVENIA,SLOVENIA-LJUBLJANA,01-03-13,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEDEN,SWEDEN-STOCKHOLM,01-03-13,4,88,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAILAND,THAILAND-BANGKOK,01-03-13,0,443,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
THAILAND,THAILAND-CHIANGMAI,01-03-13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ANKARA,01-03-13,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKEY,TURKEY-ISTANBUL,01-03-13,0,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAIWAN,TAIWAN-TAIPEI,01-03-13,0,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-CHICAGO,01-03-13,0,69,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,01-03-13,0,117,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-NEWYORK,01-03-13,0,198,94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
UNITED STATES OF AMERICA,USA-SANFRANCISCO,01-03-13,0,200,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIETNAM,VIETNAM-HANOI,01-03-13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VIETNAM,VIETNAM-HO-CHI-MINHCITY,01-03-13,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-CAPETOWN,01-03-13,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-DURBAN,01-03-13,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-JOHANNESBURG,01-03-13,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH AFRICA,SOUTHAFRICA-PRETORIA,01-03-13,0,80,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CANADA,CANADA-TORONTO,02-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERMANY,GERMANY-FRANKFURT,02-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-BIRMINGHAM,02-03-13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,02-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZAKHSTAN,KAZAKSTAN-ASTANA,02-03-13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRI LANKA,SRILANKA-KANDY,02-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,02-03-13,0,155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,02-03-13,0,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
TURKEY,TURKEY-ISTANBUL,02-03-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,02-03-13,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,03-03-13,0,72,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,03-03-13,0,218,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,03-03-13,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,03-03-13,0,282,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
BANGLADESH,BANGLADESH-DHAKA,03-03-13,0,1239,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,03-03-13,0,203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BAHRAIN,BAHRAIN-ALDIYA,03-03-13,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGYPT,EGYPT-CAIRO,03-03-13,3,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
UNITED KINGDOM,UK-BIRMINGHAM,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED KINGDOM,UK-LONDON,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-BANDARABBAS,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAN,IRAN-TEHRAN,03-03-13,0,275,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRI LANKA,SRILANKA-KANDY,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDIVES,MALDIVES-MALE,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAN,OMAN-MUSCAT,03-03-13,0,178,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
POLAND,POLAND-WARSAW,03-03-13,2,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RUSSIAN FEDERATION,RUSSIA-SAINTPETERSBURG,03-03-13,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAUDI ARABIA,SAUDIARABIA-JEDDAH,03-03-13,0,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SUDAN,SUDAN-KHARTOUM,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNITED STATES OF AMERICA,USA-HOUSTON,03-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEMEN,YEMEN-SANAA,03-03-13,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
UNITED ARAB EMIRATES,UAE-ABUDHABI,04-03-13,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
UNITED ARAB EMIRATES,UAE-DUBAI,04-03-13,0,155,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARGENTINA,ARGENTINA-BUENOSAIRES,04-03-13,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUSTRALIA,AUSTRALIA-CANBERRA,04-03-13,1,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
