COUNTRY,MISSION,VISA ISSUE DATE,EMPLOYMENT VISA,TOURIST VISA,BUSINESS VISA,CONFERENCE VISA,BUS VISA INDSPOUSE,BUSINESS VISA TRANSFER,DIPLOMATIC VISA,DIPLOMATIC DEPENDANT VISA,EMPLOYMENT VISA INDSPOUSE,ENTRY VISA,MEDICAL VISA,MEDICAL ATTENDENT VISA,MISSIONARY VISA,PILGRIMAGE VISA,RESEARCH VISA,PROJECT VISA,TRANSIT VISA,VISIT VISA,ART SURROGACY,LONG TERM VISA TRANSFER,STUDENT VISA
CANADA,CANADA-TORONTO,26-07-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,28-07-10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,29-07-10,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,04-08-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,05-08-10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,08-08-10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,09-08-10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,10-08-10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,11-08-10,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,12-08-10,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,16-08-10,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,17-08-10,0,112,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,18-08-10,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,19-08-10,0,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,22-08-10,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,23-08-10,0,157,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,24-08-10,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,25-08-10,0,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,26-08-10,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,29-08-10,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,30-08-10,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,31-08-10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,01-09-10,0,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,05-09-10,0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,05-09-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,06-09-10,0,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,07-09-10,0,237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,07-09-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,08-09-10,0,234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,08-09-10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,09-09-10,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,09-09-10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,12-09-10,0,174,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,12-09-10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,13-09-10,0,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,13-09-10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,14-09-10,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,14-09-10,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,15-09-10,0,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,15-09-10,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,16-09-10,0,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,16-09-10,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,19-09-10,0,114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,19-09-10,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,20-09-10,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,20-09-10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,21-09-10,0,112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,21-09-10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,22-09-10,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,22-09-10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,23-09-10,0,154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,23-09-10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,26-09-10,0,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,26-09-10,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,27-09-10,0,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,27-09-10,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,28-09-10,0,136,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,28-09-10,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,29-09-10,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,29-09-10,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,30-09-10,0,165,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,30-09-10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,03-10-10,0,120,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,03-10-10,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,04-10-10,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,04-10-10,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,05-10-10,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,05-10-10,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,06-10-10,0,182,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,06-10-10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,07-10-10,0,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,07-10-10,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,10-10-10,0,134,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,10-10-10,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,11-10-10,0,173,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,11-10-10,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,12-10-10,0,132,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,12-10-10,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,13-10-10,0,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,13-10-10,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,14-10-10,0,198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,14-10-10,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,18-10-10,0,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,18-10-10,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,19-10-10,0,141,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,19-10-10,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,20-10-10,0,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,20-10-10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,21-10-10,0,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,21-10-10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,24-10-10,0,139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,24-10-10,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,25-10-10,0,177,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,25-10-10,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,26-10-10,0,224,3,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,26-10-10,0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,27-10-10,0,245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,27-10-10,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,28-10-10,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,28-10-10,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,31-10-10,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,31-10-10,0,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,01-11-10,0,163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,01-11-10,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,02-11-10,0,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,02-11-10,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,03-11-10,0,245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,03-11-10,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,04-11-10,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,04-11-10,0,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,07-11-10,0,314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,07-11-10,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,08-11-10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,08-11-10,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,09-11-10,0,242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,09-11-10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,10-11-10,0,291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,10-11-10,0,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,11-11-10,0,529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,11-11-10,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,12-11-10,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,12-11-10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,14-11-10,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,14-11-10,0,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,15-11-10,0,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,15-11-10,0,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,16-11-10,0,202,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,16-11-10,0,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,18-11-10,0,137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,18-11-10,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,22-11-10,0,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,22-11-10,0,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,23-11-10,0,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,23-11-10,0,189,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,24-11-10,0,188,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,24-11-10,0,186,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,25-11-10,0,185,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,25-11-10,0,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,28-11-10,0,175,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,28-11-10,0,159,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,29-11-10,0,296,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,29-11-10,0,191,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,30-11-10,0,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,30-11-10,0,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,01-12-10,0,239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,01-12-10,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,02-12-10,0,252,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,04-12-10,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,05-12-10,0,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,05-12-10,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,06-12-10,0,188,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,06-12-10,0,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,07-12-10,0,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,07-12-10,0,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,08-12-10,0,244,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,08-12-10,0,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,09-12-10,0,254,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,09-12-10,0,195,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,12-12-10,0,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,12-12-10,0,224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,13-12-10,0,240,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,13-12-10,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,14-12-10,0,258,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,14-12-10,0,199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,15-12-10,0,338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,15-12-10,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,19-12-10,0,258,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,19-12-10,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,20-12-10,0,234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,20-12-10,0,211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,21-12-10,0,258,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,21-12-10,0,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,22-12-10,0,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,22-12-10,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,23-12-10,0,274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,23-12-10,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,26-12-10,0,229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,26-12-10,0,177,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,27-12-10,0,285,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,27-12-10,0,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,28-12-10,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,28-12-10,0,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,29-12-10,0,271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,29-12-10,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,30-12-10,0,270,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,30-12-10,0,178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANGLADESH,BANGLADESH-CHITTAGONG,02-01-11,0,265,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
BANGLADESH,BANGLADESH-RAJSHAHI,02-01-11,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
